SMILE,solvent,type,ph,SRP
CN1C2=C(C=C(C=C2)C3=CC=CC=C3)SC4=CC=CC=C41,H2O,neutral,7.0,0.679
COC1=CC2=C(C=C1)NC3=C(S2)C=CC(=C3)Cl,H2O,neutral,7.0,0.662
COC1=CC2=C(C=C1)NC3=C(S2)C(=CC=C3)Cl,H2O,neutral,7.0,0.668
C1=CC3=C(C=C1C)SC2=C(C=CC(=C2)C)N3,H2O,neutral,7.0,0.626
C1=CC3=C(C=C1OC)SC2=C(C=CC(=C2)OC)N3,H2O,neutral,7.0,0.475
C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)C,H2O,neutral,7.0,0.829
CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,H2O,neutral,7.0,0.715
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,H2O,neutral,7.0,0.865
C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)C(C)CN(C)C,H2O,neutral,7.0,0.89
C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CCCN4CCN(CC4)C,H2O,neutral,7.0,0.847
CCN(CC)CCN1C2=CC=CC=C2SC3=CC=CC=C31,H2O,neutral,7.0,0.807
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)[N+](C)(C)C.COS(=O)(=O)[O-],H2O,neutral,7.0,0.861
C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CC4CN(CCC4)C,H2O,neutral,7.0,0.783
C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CC(C)N(CC)CC,H2O,neutral,7.0,0.9
C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CCCN(CC)CC,H2O,neutral,7.0,0.954
C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CCCCCC[N](CC)(CC)CC,H2O,neutral,7.0,0.864
C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CCCN4CCC(CC4)C,H2O,neutral,7.0,0.72
C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CCCN4CCN(CC4)CCO,H2O,neutral,7.0,0.762
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,H2O,neutral,7.0,0.762
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,H2O,neutral,7.0,0.894
CN(C)CCCN2C1=CC(=CC=C1SC3=CC=CC=C23)O,H2O,neutral,7.0,0.625
CN(C)CCCN2C1=CC(=CC=C1SC3=CC=CC=C23)OC,H2O,neutral,7.0,0.71
CN(C)CCCN2C1=CC(=CC=C1SC3=CC=CC=C23)COC,H2O,neutral,7.0,0.863
CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,H2O,neutral,7.0,0.794
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,H2O,neutral,7.0,0.827
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,H2O,neutral,7.0,0.944
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,H2O,neutral,7.0,0.877
C(N1CCN(CC1)CCCN3C2=CC=CC=C2SC4=C3C=C(C=C4)[S](=O)(=O)N(C)C)CO,H2O,neutral,7.0,0.83
C1=CC=C2C(=C1)C=CC3=C2NC4=CC=CC=C4S3,H2O,neutral,7.0,0.633
C1=CC=C2C(=C1)C=CC4=C2SC3=CC=CC=C3N4,H2O,neutral,7.0,0.628
C34C(CC1C(C2=C(C=C1)C=CC=C2)N3)C=CC5=C4C=CC=C5,H2O,neutral,7.0,0.544
C15=C(C2=C(C=C1)C=CC=C2)SC3=C(C=CC4=C3C=CC=C4)N5,H2O,neutral,7.0,0.548
C13=C(C=CC=C1)[S-](C2=C(C=CC=C2)N3)[O+],H2O,neutral,7.0,0.8
C1=CC(=CC2=C1C=CC(=O)O2)O,H2O,neutral,7.0,0.315
CC1=C(C2=CC=CC=C2C(=C1)O)O,H2O,neutral,7.0,0.19
CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCCC(C)CCCC(C)CCCC(C)C,H2O,neutral,7.0,0.022
C1=CC(=C(C2=C1C(=O)C3=C(C=CC(=C3C2=O)O)O)O)O,H2O,neutral,7.0,0.073
C1(=C(C(=C(C2=C1OC(CC2)(C)C(=O)O)C)O)C)C,H2O,neutral,7.0,0.192
C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H2O,neutral,7.0,0.079
C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H2O,neutral,7.0,0.048
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,H2O,neutral,7.0,-0.037
C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,H2O,neutral,7.0,0.187
C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,H2O,neutral,7.0,0.282
C([C@@H](C(=O)O)N)S,H2O,neutral,7.0,0.11
C(C(=O)O)S,H2O,neutral,7.0,1.347
CC(C)([C@H](C(=O)O)N)S,H2O,neutral,7.0,1.345
C(CS)C(=O)O,H2O,neutral,7.0,1.359
C([C@H]([C@@H](CS)O)O)S,H2O,neutral,7.0,1.752
C(CCC(=O)N)CC(CCS)S,H2O,neutral,7.0,1.7
C([C@H]([C@H](CS)O)O)S,H2O,neutral,7.0,1.724
CSSC,H2O,neutral,7.0,1.391
C1CSS[C@@H]1CCCCC(=O)O,H2O,neutral,7.0,1.13
CC1=NNC(=O)C1,H2O,neutral,7.0,0.39
CC1C=NNC1=O,H2O,neutral,7.0,0.32
CC1C(=NNC1=O)C,H2O,neutral,7.0,0.33
C1=C[CH]C=C1.C1=C[CH]C=C1.[Fe],MeCN,neutral,7.0,0.16
C1=C[CH]C=C1.C1=C[CH]C=C1.[Fe],CH2Cl2,neutral,7.0,0.27
C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.[Fe+2],MeCN,neutral,7.0,1.41
[CH-]1[CH-][CH-][CH-][CH-]1.[CH-]1C=CC=C1.[Fe],-,neutral,7.0,0.75
C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.[Ru+2],MeCN,neutral,7.0,1.62
C1=CC=C2C(=C1)SC3=CC=CC=C3S2,MeCN,neutral,7.0,1.61
C1=CC=C([C-]=C1)C2=CC=CC=N2.C1=CC=C([C-]=C1)C2=CC=CC=N2.C1=CC=C([C-]=C1)C2=CC=CC=N2.[Ir+3],MeCN,neutral,7.0,2.05
C1=CN=C(C=N1)C2=NC=CN=C2.C1=CN=C(C=N1)C2=NC=CN=C2.C1=CN=C(C=N1)C2=NC=CN=C2.[Ru],MeCN,neutral,7.0,2.65
C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.[Ru+2],MeCN,neutral,7.0,2.55
N.N.N.N.N.N.[Co+2],H2O,neutral,7.0,0.108
[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2],H2O,neutral,7.0,0.358
C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.[Fe+2],H2O,neutral,7.0,0.78
C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.[Fe+2],H2O,neutral,7.0,1.03
C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.[Fe+2],H2O,neutral,7.0,1.147
C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.[Fe+2],1 M H2SO4,neutral,7.0,1.06
[CH-]1C=CC=C1.[CH-]1C=CC=C1.[Fe+2],H2O,neutral,7.0,0.4
C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.[Os+2],H2O,neutral,7.0,0.81
C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.[Os+2],H2O,neutral,7.0,0.8
C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.[Ru+2],H2O,neutral,7.0,1.24
N.N.N.N.N.N.[Ru+8],H2O,neutral,7.0,0.1
C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.[Ru+2],H2O,neutral,7.0,0.21
[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Ru+2],H2O,neutral,7.0,0.86
C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.[V+2],H2O,neutral,7.0,0.14
[O-][Ru](=O)(=O)[O-],H2O,neutral,7.0,0.59
Cl[Ir-3](Cl)(Cl)(Cl)(Cl)Cl,H2O,neutral,7.0,0.8665
